ID,ChrRacesID,Sex,OptionID,Data,ChrCustomizationChoiceID,DependentOptionID,DependentData
196,2,0,1,19,372,0,0
197,2,0,1,20,373,0,0
198,2,0,1,21,374,0,0
199,2,0,1,22,375,0,0
200,2,0,1,23,376,0,0
201,2,0,1,24,377,0,0
202,2,0,1,25,378,0,0
203,2,0,1,26,379,0,0
204,2,0,1,27,380,0,0
205,2,0,1,28,381,0,0
206,2,0,1,29,382,0,0
207,2,0,1,30,383,0,0
208,2,0,2,0,384,1,0
209,2,0,2,1,385,1,0
210,2,0,2,2,386,0,0
211,2,0,2,3,387,0,0
212,2,0,2,4,388,0,0
213,2,0,2,5,389,1,0
214,2,0,2,6,390,0,0
215,2,0,2,7,391,0,0
216,2,0,2,8,392,0,0
217,2,0,2,9,393,0,0
218,2,0,2,10,394,0,0
219,2,0,2,11,395,0,0
220,2,0,2,12,396,0,0
221,2,0,2,13,397,0,0
222,2,0,2,14,398,0,0
223,2,0,2,15,399,0,0
224,2,0,2,16,400,0,0
225,2,0,2,17,401,0,0
226,2,0,3,0,402,0,0
227,2,0,3,1,403,0,0
228,2,0,3,2,404,0,0
229,2,0,3,3,405,0,0
230,2,0,3,4,406,0,0
231,2,0,3,5,407,0,0
232,2,0,3,6,408,0,0
233,2,0,3,7,409,0,0
234,2,0,3,8,410,0,0
235,2,0,3,9,411,0,0
236,2,0,3,10,412,0,0
237,2,0,3,11,413,0,0
238,2,0,3,12,414,0,0
239,2,0,4,0,415,0,0
240,2,0,4,1,416,0,0
241,2,0,4,2,417,0,0
242,2,0,4,3,418,0,0
243,2,0,4,4,419,0,0
244,2,0,4,5,420,0,0
245,2,0,4,6,421,0,0
246,2,0,4,7,422,0,0
247,2,0,4,8,423,0,0
248,2,0,4,9,424,0,0
249,2,0,4,10,425,0,0
250,2,0,4,11,426,0,0
251,2,0,5,0,427,0,0
252,2,0,5,1,428,0,0
253,2,0,5,2,433,0,0
254,2,0,5,3,432,0,0
255,2,0,5,4,434,0,0
256,2,0,5,5,436,0,0
257,2,0,5,6,9813,0,0
258,2,0,5,7,427,0,0
259,2,0,5,8,437,0,0
260,2,0,5,9,431,0,0
261,2,0,5,10,430,0,0
262,2,0,8,0,438,0,0
263,2,0,8,1,439,0,0
264,2,1,1,0,440,0,0
265,2,1,1,1,441,0,0
266,2,1,1,2,442,0,0
267,2,1,1,3,443,0,0
268,2,1,1,4,444,0,0
269,2,1,1,5,445,0,0
270,2,1,1,6,446,0,0
271,2,1,1,7,447,0,0
272,2,1,1,8,448,0,0
273,2,1,1,9,449,0,0
274,2,1,1,10,450,0,0
275,2,1,1,11,451,0,0
276,2,1,1,12,452,0,0
277,2,1,1,13,453,0,0
278,2,1,1,14,454,0,0
279,2,1,1,15,455,0,0
280,2,1,1,16,456,0,0
281,2,1,1,17,457,0,0
282,2,1,1,18,458,0,0
283,2,1,1,19,459,0,0
284,2,1,1,20,460,0,0
285,2,1,1,21,461,0,0
286,2,1,1,22,462,0,0
287,2,1,1,23,463,0,0
288,2,1,1,24,464,0,0
289,2,1,1,25,465,0,0
290,2,1,1,26,466,0,0
291,2,1,1,27,467,0,0
292,2,1,1,28,468,0,0
293,2,1,1,29,469,0,0
294,2,1,1,30,470,0,0
295,2,1,1,31,471,0,0
296,2,1,2,0,472,1,0
297,2,1,2,1,473,0,0
298,2,1,2,2,474,0,0
299,2,1,2,3,475,0,0
300,2,1,2,4,476,0,0
301,2,1,2,5,477,0,0
302,2,1,2,6,478,0,0
303,2,1,2,7,479,1,0
304,2,1,2,8,480,1,0
305,2,1,2,9,481,0,0
306,2,1,2,10,482,0,0
307,2,1,2,11,483,0,0
308,2,1,2,12,484,0,0
309,2,1,2,13,485,0,0
310,2,1,2,14,486,0,0
311,2,1,2,15,487,0,0
312,2,1,2,16,488,0,0
313,2,1,2,17,489,0,0
314,2,1,3,0,490,0,0
315,2,1,3,1,491,0,0
316,2,1,3,2,492,0,0
317,2,1,3,3,493,0,0
318,2,1,3,4,494,0,0
319,2,1,3,5,495,0,0
320,2,1,3,6,496,0,0
321,2,1,3,7,497,0,0
322,2,1,3,8,498,0,0
323,2,1,3,9,499,0,0
324,2,1,3,10,500,0,0
325,2,1,3,11,501,0,0
326,2,1,3,12,502,0,0
327,2,1,3,13,503,0,0
328,2,1,3,14,504,0,0
329,2,1,4,0,505,0,0
330,2,1,4,1,506,0,0
331,2,1,4,2,507,0,0
332,2,1,4,3,508,0,0
333,2,1,4,4,509,0,0
334,2,1,4,5,510,0,0
335,2,1,4,6,511,0,0
336,2,1,4,7,512,0,0
337,2,1,4,8,513,0,0
338,2,1,4,9,514,0,0
339,2,1,4,10,515,0,0
340,2,1,4,11,516,0,0
341,2,1,5,0,517,0,0
342,2,1,5,1,518,0,0
343,2,1,5,2,519,0,0
344,2,1,5,3,517,0,0
345,2,1,5,4,518,0,0
346,2,1,5,5,519,0,0
347,2,1,5,6,521,0,0
348,3,0,1,0,524,0,0
349,3,0,1,1,525,0,0
350,3,0,1,2,526,0,0
351,3,0,1,3,527,0,0
352,3,0,1,4,528,0,0
353,3,0,1,5,529,0,0
354,3,0,1,6,530,0,0
355,3,0,1,7,531,0,0
356,3,0,1,8,532,0,0
357,3,0,1,9,533,0,0
358,3,0,1,10,534,0,0
359,3,0,1,11,535,0,0
360,3,0,1,12,536,0,0
361,3,0,1,13,537,0,0
362,3,0,1,14,538,0,0
363,3,0,1,15,539,0,0
364,3,0,1,16,540,0,0
365,3,0,1,17,541,0,0
366,3,0,1,18,542,0,0
367,3,0,1,19,543,0,0
368,3,0,1,20,544,0,0
369,3,0,1,21,545,0,0
370,3,0,1,22,546,0,0
371,3,0,1,23,547,0,0
372,3,0,1,24,548,0,0
373,3,0,1,25,549,0,0
374,3,0,1,26,550,0,0
375,3,0,2,0,551,1,0
376,3,0,2,1,552,1,0
377,3,0,2,2,553,0,0
378,3,0,2,3,554,0,0
379,3,0,2,4,555,0,0
380,3,0,2,5,556,0,0
381,3,0,2,6,557,0,0
382,3,0,2,7,558,0,0
383,3,0,2,8,559,0,0
384,3,0,2,9,560,1,0
385,3,0,2,10,561,0,0
386,3,0,2,11,562,0,0
387,3,0,2,12,563,0,0
388,3,0,2,13,564,0,0
389,3,0,2,14,565,0,0
390,3,0,2,15,566,0,0
391,3,0,2,16,567,0,0
392,3,0,2,17,568,0,0
393,3,0,2,18,569,0,0
394,3,0,2,19,570,0,0
395,3,0,3,0,571,0,0
396,3,0,3,1,572,0,0
397,3,0,3,2,573,0,0
398,3,0,3,3,574,0,0
399,3,0,3,4,575,0,0
400,3,0,3,5,576,0,0
401,3,0,3,6,577,0,0
402,3,0,3,7,578,0,0
403,3,0,3,8,579,0,0
404,3,0,3,9,580,0,0
405,3,0,3,10,581,0,0
406,3,0,3,11,582,0,0
407,3,0,3,12,583,0,0
408,3,0,3,13,584,0,0
409,3,0,3,14,585,0,0
410,3,0,3,15,586,0,0
411,3,0,3,16,587,0,0
412,3,0,3,17,588,0,0
413,3,0,3,18,589,0,0
414,3,0,4,0,590,0,0
415,3,0,4,1,591,0,0
416,3,0,4,2,592,0,0
417,3,0,4,3,593,0,0
418,3,0,4,4,594,0,0
419,3,0,4,5,595,0,0
420,3,0,4,6,596,0,0
421,3,0,4,7,597,0,0
422,3,0,4,8,598,0,0
423,3,0,4,9,599,0,0
424,3,0,4,10,600,0,0
425,3,0,4,11,601,0,0
426,3,0,4,12,602,0,0
427,3,0,4,13,603,0,0
428,3,0,5,0,604,0,0
429,3,0,5,1,605,0,0
430,3,0,5,2,606,0,0
431,3,0,5,3,607,0,0
432,3,0,5,4,608,0,0
433,3,0,5,5,609,0,0
434,3,0,5,6,610,0,0
435,3,0,5,7,611,0,0
436,3,0,5,8,612,0,0
437,3,0,5,9,613,0,0
438,3,0,5,10,614,0,0
439,3,1,1,0,615,0,0
440,3,1,1,1,616,0,0
441,3,1,1,2,617,0,0
442,3,1,1,3,618,0,0
443,3,1,1,4,619,0,0
444,3,1,1,5,620,0,0
445,3,1,1,6,621,0,0
446,3,1,1,7,622,0,0
447,3,1,1,8,623,0,0
448,3,1,1,9,624,0,0
449,3,1,1,10,625,0,0
450,3,1,1,11,626,0,0
451,3,1,1,12,627,0,0
452,3,1,1,13,628,0,0
453,3,1,1,14,629,0,0
454,3,1,1,15,630,0,0
455,3,1,1,16,631,0,0
456,3,1,1,17,632,0,0
457,3,1,1,18,633,0,0
458,3,1,2,0,634,1,0
459,3,1,2,1,635,0,0
460,3,1,2,2,636,0,0
461,3,1,2,3,637,0,0
462,3,1,2,4,638,0,0
463,3,1,2,5,639,1,0
464,3,1,2,6,640,1,0
465,3,1,2,7,641,0,0
466,3,1,2,8,642,0,0
467,3,1,2,9,643,0,0
468,3,1,2,10,644,0,0
469,3,1,2,11,645,0,0
470,3,1,2,12,646,0,0
471,3,1,2,13,647,0,0
472,3,1,2,14,648,0,0
473,3,1,2,15,649,0,0
474,3,1,2,16,650,0,0
475,3,1,2,17,651,0,0
476,3,1,2,18,652,0,0
477,3,1,2,19,653,0,0
478,3,1,3,0,654,0,0
479,3,1,3,1,655,0,0
480,3,1,3,2,656,0,0
481,3,1,3,3,657,0,0
482,3,1,3,4,658,0,0
483,3,1,3,5,659,0,0
484,3,1,3,6,660,0,0
485,3,1,3,7,661,0,0
486,3,1,3,8,662,0,0
487,3,1,3,9,663,0,0
488,3,1,3,10,664,0,0
489,3,1,3,11,665,0,0
490,3,1,3,12,666,0,0
491,3,1,3,13,667,0,0
492,3,1,3,14,668,0,0
493,3,1,3,15,669,0,0
494,3,1,3,16,670,0,0
495,3,1,3,17,671,0,0
496,3,1,3,18,672,0,0
497,3,1,3,19,673,0,0
498,3,1,3,20,674,0,0
499,3,1,4,0,675,0,0
500,3,1,4,1,676,0,0
501,3,1,4,2,677,0,0
502,3,1,4,3,678,0,0
503,3,1,4,4,679,0,0
504,3,1,4,5,680,0,0
505,3,1,4,6,681,0,0
506,3,1,4,7,682,0,0
507,3,1,4,8,683,0,0
508,3,1,4,9,684,0,0
509,3,1,4,10,685,0,0
510,3,1,4,11,686,0,0
511,3,1,4,12,687,0,0
512,3,1,4,13,688,0,0
513,3,1,5,0,6797,0,0
514,3,1,5,1,6798,0,0
515,3,1,5,2,6799,0,0
516,3,1,5,3,6800,0,0
517,3,1,5,4,6824,0,0
518,3,1,5,5,6801,0,0
519,4,0,1,0,695,0,0
520,4,0,1,1,696,0,0
521,4,0,1,2,697,0,0
522,4,0,1,3,698,0,0
523,4,0,1,4,699,0,0
524,4,0,1,5,700,0,0
525,4,0,1,6,701,0,0
526,4,0,1,7,702,0,0
527,4,0,1,8,703,0,0
528,4,0,1,9,704,0,0
529,4,0,1,10,705,0,0
530,4,0,1,11,706,0,0
531,4,0,1,12,707,0,0
532,4,0,1,13,708,0,0
533,4,0,1,14,709,0,0
534,4,0,1,15,710,0,0
535,4,0,1,16,711,0,0
536,4,0,1,17,712,0,0
537,4,0,1,18,713,0,0
538,4,0,1,19,714,0,0
539,4,0,1,20,715,0,0
540,4,0,1,21,716,0,0
541,4,0,1,22,717,0,0
542,4,0,1,23,718,0,0
543,4,0,2,0,719,1,0
544,4,0,2,1,720,1,0
545,4,0,2,2,721,0,0
546,4,0,2,3,722,0,0
547,4,0,2,4,723,1,0
548,4,0,2,5,724,0,0
549,4,0,2,6,725,0,0
550,4,0,2,7,726,0,0
551,4,0,2,8,727,0,0
552,4,0,2,9,728,0,0
553,4,0,2,10,729,0,0
554,4,0,2,11,730,0,0
555,4,0,2,12,731,0,0
556,4,0,2,13,732,0,0
557,4,0,2,14,733,0,0
558,4,0,2,15,734,0,0
559,4,0,2,16,735,0,0
560,4,0,2,17,736,0,0
561,4,0,3,0,737,0,0
562,4,0,3,1,738,0,0
563,4,0,3,2,739,0,0
564,4,0,3,3,740,0,0
565,4,0,3,4,741,0,0
566,4,0,3,5,742,0,0
567,4,0,3,6,743,0,0
568,4,0,3,7,744,0,0
569,4,0,3,8,745,0,0
570,4,0,3,9,746,0,0
571,4,0,3,10,747,0,0
572,4,0,3,11,748,0,0
573,4,0,4,0,749,0,0
574,4,0,4,1,750,0,0
575,4,0,4,2,751,0,0
576,4,0,4,3,752,0,0
577,4,0,4,4,753,0,0
578,4,0,4,5,754,0,0
579,4,0,4,6,755,0,0
580,4,0,4,7,756,0,0
581,4,0,4,8,757,0,0
582,4,0,4,9,758,0,0
583,4,0,4,10,759,0,0
584,4,0,4,11,760,0,0
585,4,0,4,12,761,0,0
586,4,0,4,13,762,0,0
587,4,0,4,14,3605,0,0
588,4,0,4,15,3606,0,0
589,4,0,5,0,763,0,0
590,4,0,5,1,768,0,0
591,4,0,5,2,765,0,0
592,4,0,5,3,763,0,0
593,4,0,5,4,8106,0,0
594,4,0,5,5,764,0,0
595,4,0,6,0,769,0,0
596,4,0,6,1,770,0,0
597,4,0,6,7,770,0,0
598,4,0,6,13,770,0,0
599,4,0,6,19,770,0,0
600,4,0,6,25,770,0,0
601,4,0,6,31,770,0,0
602,4,0,6,2,771,0,0
603,4,0,6,8,771,0,0
604,4,0,6,14,771,0,0
605,4,0,6,20,771,0,0
606,4,0,6,26,771,0,0
607,4,0,6,32,771,0,0
608,4,0,6,3,772,0,0
609,4,0,6,9,772,0,0
610,4,0,6,15,772,0,0
611,4,0,6,21,772,0,0
612,4,0,6,27,772,0,0
613,4,0,6,33,772,0,0
614,4,0,6,4,773,0,0
615,4,0,6,10,773,0,0
616,4,0,6,16,773,0,0
617,4,0,6,22,773,0,0
618,4,0,6,28,773,0,0
619,4,0,6,34,773,0,0
620,4,0,6,5,774,0,0
621,4,0,6,11,774,0,0
622,4,0,6,17,774,0,0
623,4,0,6,23,774,0,0
624,4,0,6,29,774,0,0
625,4,0,6,35,774,0,0
626,4,0,6,6,3715,0,0
627,4,0,6,12,3715,0,0
628,4,0,6,18,3715,0,0
629,4,0,6,24,3715,0,0
630,4,0,6,30,3715,0,0
631,4,0,6,36,3715,0,0
632,4,0,6,0,8166,0,0
633,4,0,6,1,775,0,0
634,4,0,6,2,775,0,0
635,4,0,6,3,775,0,0
636,4,0,6,4,775,0,0
637,4,0,6,5,775,0,0
638,4,0,6,6,775,0,0
639,4,0,6,7,776,0,0
640,4,0,6,8,776,0,0
641,4,0,6,9,776,0,0
642,4,0,6,10,776,0,0
643,4,0,6,11,776,0,0
644,4,0,6,12,776,0,0
645,4,0,6,13,777,0,0
646,4,0,6,14,777,0,0
647,4,0,6,15,777,0,0
648,4,0,6,16,777,0,0
649,4,0,6,17,777,0,0
650,4,0,6,18,777,0,0
651,4,0,6,19,778,0,0
652,4,0,6,20,778,0,0
653,4,0,6,21,778,0,0
654,4,0,6,22,778,0,0
655,4,0,6,23,778,0,0
656,4,0,6,24,778,0,0
657,4,0,6,25,779,0,0
658,4,0,6,26,779,0,0
659,4,0,6,27,779,0,0
660,4,0,6,28,779,0,0
661,4,0,6,29,779,0,0
662,4,0,6,30,779,0,0
669,4,0,6,31,780,0,0
670,4,0,6,32,780,0,0
671,4,0,6,33,780,0,0
672,4,0,6,34,780,0,0
673,4,0,6,35,780,0,0
674,4,0,6,36,780,0,0
675,4,0,7,0,782,0,0
676,4,0,7,1,783,0,0
677,4,0,7,2,784,0,0
678,4,0,7,3,785,0,0
679,4,0,7,4,786,0,0
680,4,0,7,5,787,0,0
681,4,0,7,6,788,0,0
682,4,0,8,0,789,2,0
683,4,0,8,1,790,0,0
684,4,0,8,2,791,0,0
685,4,0,8,3,792,0,0
686,4,0,8,4,793,0,0
687,4,0,8,5,794,0,0
688,4,1,1,0,801,0,0
689,4,1,1,1,802,0,0
690,4,1,1,2,803,0,0
691,4,1,1,3,804,0,0
692,4,1,1,4,805,0,0
693,4,1,1,5,806,0,0
694,4,1,1,6,807,0,0
695,4,1,1,7,808,0,0
696,4,1,1,8,809,0,0
697,4,1,1,9,810,0,0
698,4,1,1,10,811,0,0
699,4,1,1,11,812,0,0
700,4,1,1,12,813,0,0
701,4,1,1,13,814,0,0
702,4,1,1,14,815,0,0
703,4,1,1,15,816,0,0
704,4,1,1,16,817,0,0
705,4,1,1,17,818,0,0
706,4,1,1,18,819,0,0
707,4,1,1,19,820,0,0
708,4,1,1,20,821,0,0
709,4,1,1,21,822,0,0
710,4,1,1,22,823,0,0
711,4,1,1,23,824,0,0
712,4,1,2,0,825,1,0
713,4,1,2,1,826,0,0
714,4,1,2,2,827,0,0
715,4,1,2,3,828,0,0
716,4,1,2,4,829,0,0
717,4,1,2,5,830,0,0
718,4,1,2,6,831,1,0
719,4,1,2,7,832,1,0
720,4,1,2,8,833,0,0
721,4,1,2,9,834,0,0
722,4,1,2,10,835,0,0
723,4,1,2,11,836,0,0
724,4,1,2,12,837,0,0
725,4,1,2,13,838,0,0
726,4,1,2,14,839,0,0
727,4,1,2,15,840,0,0
728,4,1,2,16,841,0,0
729,4,1,2,17,842,0,0
730,4,1,3,0,843,0,0
731,4,1,3,1,844,0,0
732,4,1,3,2,845,0,0
733,4,1,3,3,846,0,0
734,4,1,3,4,847,0,0
735,4,1,3,5,848,0,0
736,4,1,3,6,849,0,0
737,4,1,3,7,850,0,0
738,4,1,3,8,851,0,0
739,4,1,3,9,852,0,0
740,4,1,3,10,853,0,0
741,4,1,3,11,854,0,0
742,4,1,3,12,855,0,0
743,4,1,3,13,856,0,0
744,4,1,3,14,857,0,0
745,4,1,4,0,858,0,0
746,4,1,4,1,859,0,0
747,4,1,4,2,860,0,0
748,4,1,4,3,861,0,0
749,4,1,4,4,862,0,0
750,4,1,4,5,863,0,0
751,4,1,4,6,864,0,0
752,4,1,4,7,865,0,0
753,4,1,4,8,866,0,0
754,4,1,4,9,867,0,0
755,4,1,4,10,868,0,0
756,4,1,4,11,869,0,0
757,4,1,4,12,870,0,0
758,4,1,4,13,3607,0,0
759,4,1,4,14,3608,0,0
760,4,1,5,0,871,0,0
761,4,1,5,1,872,0,0
762,4,1,5,2,873,0,0
763,4,1,5,3,874,0,0
764,4,1,5,4,875,0,0
765,4,1,5,5,876,0,0
766,4,1,5,6,877,0,0
767,4,1,5,7,878,0,0
768,4,1,5,8,879,0,0
769,4,1,5,9,880,0,0
770,4,1,6,0,881,0,0
771,4,1,6,1,882,0,0
772,4,1,6,7,882,0,0
773,4,1,6,13,882,0,0
774,4,1,6,19,882,0,0
775,4,1,6,25,882,0,0
776,4,1,6,31,882,0,0
777,4,1,6,2,883,0,0
778,4,1,6,8,883,0,0
779,4,1,6,14,883,0,0
780,4,1,6,20,883,0,0
781,4,1,6,26,883,0,0
782,4,1,6,32,883,0,0
783,4,1,6,3,884,0,0
784,4,1,6,9,884,0,0
785,4,1,6,15,884,0,0
786,4,1,6,21,884,0,0
787,4,1,6,27,884,0,0
788,4,1,6,33,884,0,0
789,4,1,6,4,885,0,0
790,4,1,6,10,885,0,0
791,4,1,6,16,885,0,0
792,4,1,6,22,885,0,0
793,4,1,6,28,885,0,0
794,4,1,6,34,885,0,0
795,4,1,6,5,886,0,0
796,4,1,6,11,886,0,0
797,4,1,6,17,886,0,0
798,4,1,6,23,886,0,0
799,4,1,6,29,886,0,0
800,4,1,6,35,886,0,0
801,4,1,6,6,3716,0,0
802,4,1,6,12,3716,0,0
803,4,1,6,18,3716,0,0
804,4,1,6,24,3716,0,0
805,4,1,6,30,3716,0,0
806,4,1,6,36,3716,0,0
807,4,1,6,0,887,0,0
808,4,1,6,1,887,0,0
809,4,1,6,2,887,0,0
810,4,1,6,3,887,0,0
811,4,1,6,4,887,0,0
812,4,1,6,5,887,0,0
813,4,1,6,6,887,0,0
814,4,1,6,7,888,0,0
815,4,1,6,8,888,0,0
816,4,1,6,9,888,0,0
817,4,1,6,10,888,0,0
818,4,1,6,11,888,0,0
819,4,1,6,12,888,0,0
820,4,1,6,13,889,0,0
821,4,1,6,14,889,0,0
822,4,1,6,15,889,0,0
823,4,1,6,16,889,0,0
824,4,1,6,17,889,0,0
825,4,1,6,18,889,0,0
826,4,1,6,19,890,0,0
827,4,1,6,20,890,0,0
828,4,1,6,21,890,0,0
829,4,1,6,22,890,0,0
830,4,1,6,23,890,0,0
831,4,1,6,24,890,0,0
832,4,1,6,25,891,0,0
833,4,1,6,26,891,0,0
834,4,1,6,27,891,0,0
835,4,1,6,28,891,0,0
836,4,1,6,29,891,0,0
837,4,1,6,30,891,0,0
844,4,1,6,31,892,0,0
845,4,1,6,32,892,0,0
846,4,1,6,33,892,0,0
847,4,1,6,34,892,0,0
848,4,1,6,35,892,0,0
849,4,1,6,36,892,0,0
850,4,1,7,0,894,0,0
851,4,1,7,1,895,0,0
852,4,1,7,2,896,0,0
853,4,1,7,3,897,0,0
854,4,1,7,4,898,0,0
855,4,1,7,5,899,0,0
856,4,1,7,6,900,0,0
857,4,1,8,0,901,0,0
858,4,1,8,1,902,0,0
859,4,1,8,2,903,0,0
860,4,1,8,3,904,0,0
861,4,1,8,4,905,0,0
862,4,1,8,5,906,0,0
863,5,0,1,0,913,0,0
864,5,0,1,1,914,0,0
865,5,0,1,2,915,0,0
866,5,0,1,3,916,0,0
867,5,0,1,4,917,0,0
868,5,0,1,5,918,0,0
869,5,0,1,6,919,0,0
870,5,0,2,0,920,0,0
871,5,0,2,1,921,0,0
872,5,0,2,2,922,0,0
873,5,0,2,3,923,0,0
874,5,0,2,4,924,0,0
875,5,0,2,5,925,0,0
876,5,0,2,6,926,0,0
877,5,0,2,7,927,0,0
878,5,0,2,8,928,0,0
879,5,0,2,9,929,0,0
880,5,0,2,10,920,0,0
881,5,0,2,11,921,0,0
882,5,0,2,12,922,0,0
883,5,0,2,13,923,0,0
884,5,0,2,14,924,0,0
885,5,0,2,15,925,0,0
886,5,0,2,16,926,0,0
887,5,0,2,17,927,0,0
888,5,0,2,18,928,0,0
